subject	predicate	object
Customer15706729	HasCrCard	HasCrCardNo
Customer15706729	IsActiveMember	IsActiveMemberYes
Customer15706729	CreditScore	CreditScore4
Customer15706729	Balance	Balance2
Customer15706729	EstimatedSalary	EstimatedSalary7
Customer15674433	Gender	GenderFemale
Customer15674433	Age	Age28
Customer15674433	Geography	GeographyGermany
Customer15674433	Tenure	Tenure2
Customer15674433	NumOfProducts	NumOfProducts1
Customer15674433	HasCrCard	HasCrCardNo
Customer15674433	IsActiveMember	IsActiveMemberNo
Customer15674433	CreditScore	CreditScore4
Customer15674433	Balance	Balance2
Customer15674433	EstimatedSalary	EstimatedSalary7
Customer15641170	Gender	GenderMale
Customer15641170	Age	Age36
Customer15641170	Geography	GeographySpain
Customer15641170	Tenure	Tenure4
Customer15641170	NumOfProducts	NumOfProducts1
Customer15641170	HasCrCard	HasCrCardNo
Customer15641170	IsActiveMember	IsActiveMemberNo
Customer15641170	CreditScore	CreditScore4
Customer15641170	Balance	Balance0
Customer15641170	EstimatedSalary	EstimatedSalary6
Customer15806284	Gender	GenderMale
Customer15806284	Age	Age31
Customer15806284	Geography	GeographySpain
Customer15806284	Tenure	Tenure1
Customer15806284	NumOfProducts	NumOfProducts2
Customer15806284	HasCrCard	HasCrCardYes
Customer15806284	IsActiveMember	IsActiveMemberYes
Customer15806284	CreditScore	CreditScore5
Customer15806284	Balance	Balance0
Customer15806284	EstimatedSalary	EstimatedSalary2
Customer15690958	Gender	GenderMale
Customer15690958	Age	Age23
Customer15690958	Geography	GeographyGermany
Customer15690958	Tenure	Tenure2
Customer15690958	NumOfProducts	NumOfProducts1
Customer15690958	HasCrCard	HasCrCardNo
Customer15690958	IsActiveMember	IsActiveMemberYes
Customer15690958	CreditScore	CreditScore5
Customer15690958	Balance	Balance2
Customer15690958	EstimatedSalary	EstimatedSalary1
Customer15606386	Gender	GenderFemale
Customer15606386	Age	Age46
Customer15606386	Geography	GeographyGermany
Customer15606386	Tenure	Tenure3
Customer15606386	NumOfProducts	NumOfProducts3
Customer15606386	HasCrCard	HasCrCardYes
Customer15606386	IsActiveMember	IsActiveMemberNo
Customer15606386	CreditScore	CreditScore5
Customer15606386	Balance	Balance2
Customer15606386	EstimatedSalary	EstimatedSalary6
Customer15682322	Gender	GenderMale
Customer15682322	Age	Age37
Customer15682322	Geography	GeographyFrance
Customer15682322	Tenure	Tenure9
Customer15682322	NumOfProducts	NumOfProducts2
Customer15682322	HasCrCard	HasCrCardNo
Customer15682322	IsActiveMember	IsActiveMemberYes
Customer15682322	CreditScore	CreditScore5
Customer15682322	Balance	Balance2
Customer15682322	EstimatedSalary	EstimatedSalary6
Customer15579915	Gender	GenderMale
Customer15579915	Age	Age29
Customer15579915	Geography	GeographyFrance
Customer15579915	Tenure	Tenure4
Customer15579915	NumOfProducts	NumOfProducts2
Customer15579915	HasCrCard	HasCrCardYes
Customer15579915	IsActiveMember	IsActiveMemberNo
Customer15579915	CreditScore	CreditScore5
Customer15579915	Balance	Balance0
Customer15579915	EstimatedSalary	EstimatedSalary5
Customer15681928	Gender	GenderFemale
Customer15681928	Age	Age35
Customer15681928	Geography	GeographyFrance
Customer15681928	Tenure	Tenure4
Customer15681928	NumOfProducts	NumOfProducts1
Customer15681928	HasCrCard	HasCrCardYes
Customer15681928	IsActiveMember	IsActiveMemberNo
Customer15681928	CreditScore	CreditScore3
Customer15681928	Balance	Balance2
Customer15681928	EstimatedSalary	EstimatedSalary4
Customer15734005	Gender	GenderFemale
Customer15734005	Age	Age42
Customer15734005	Geography	GeographyFrance
Customer15734005	Tenure	Tenure1
Customer15734005	NumOfProducts	NumOfProducts2
Customer15734005	HasCrCard	HasCrCardYes
Customer15734005	IsActiveMember	IsActiveMemberNo
Customer15734005	CreditScore	CreditScore4
Customer15734005	Balance	Balance0
Customer15734005	EstimatedSalary	EstimatedSalary2
Customer15650432	Gender	GenderMale
Customer15650432	Age	Age41
Customer15650432	Geography	GeographyGermany
Customer15650432	Tenure	Tenure10
Customer15650432	NumOfProducts	NumOfProducts1
Customer15650432	HasCrCard	HasCrCardYes
Customer15650432	IsActiveMember	IsActiveMemberYes
Customer15650432	CreditScore	CreditScore6
Customer15650432	Balance	Balance1
Customer15650432	EstimatedSalary	EstimatedSalary7
Customer15592578	Gender	GenderFemale
Customer15592578	Age	Age41
Customer15592578	Geography	GeographySpain
Customer15592578	Tenure	Tenure7
Customer15592578	NumOfProducts	NumOfProducts2
Customer15592578	HasCrCard	HasCrCardNo
Customer15592578	IsActiveMember	IsActiveMemberNo
Customer15592578	CreditScore	CreditScore4
Customer15592578	Balance	Balance2
Customer15592578	EstimatedSalary	EstimatedSalary5
Customer15671243	Gender	GenderFemale
Customer15671243	Age	Age47
Customer15671243	Geography	GeographyFrance
Customer15671243	Tenure	Tenure9
Customer15671243	NumOfProducts	NumOfProducts2
Customer15671243	HasCrCard	HasCrCardYes
Customer15671243	IsActiveMember	IsActiveMemberNo
Customer15671243	CreditScore	CreditScore3
Customer15671243	Balance	Balance0
Customer15671243	EstimatedSalary	EstimatedSalary4
Customer15775709	Gender	GenderFemale
Customer15775709	Age	Age27
Customer15775709	Geography	GeographyFrance
Customer15775709	Tenure	Tenure10
Customer15775709	NumOfProducts	NumOfProducts1
Customer15775709	HasCrCard	HasCrCardYes
Customer15775709	IsActiveMember	IsActiveMemberNo
Customer15775709	CreditScore	CreditScore6
Customer15775709	Balance	Balance1
Customer15775709	EstimatedSalary	EstimatedSalary1
Customer15702631	Gender	GenderFemale
Customer15702631	Age	Age26
Customer15702631	Geography	GeographyFrance
Customer15702631	Tenure	Tenure2
Customer15702631	NumOfProducts	NumOfProducts2
Customer15702631	HasCrCard	HasCrCardYes
Customer15702631	IsActiveMember	IsActiveMemberYes
Customer15702631	CreditScore	CreditScore3
Customer15702631	Balance	Balance0
Customer15702631	EstimatedSalary	EstimatedSalary3
Customer15602282	Gender	GenderFemale
Customer15602282	Age	Age45
Customer15602282	Geography	GeographyGermany
Customer15602282	Tenure	Tenure8
Customer15602282	NumOfProducts	NumOfProducts1
Customer15602282	HasCrCard	HasCrCardYes
Customer15602282	IsActiveMember	IsActiveMemberYes
Customer15602282	CreditScore	CreditScore3
Customer15602282	Balance	Balance2
Customer15602282	EstimatedSalary	EstimatedSalary4
Customer15717879	Gender	GenderFemale
Customer15717879	Age	Age79
Customer15717879	Geography	GeographySpain
Customer15717879	Tenure	Tenure5
Customer15717879	NumOfProducts	NumOfProducts1
Customer15717879	HasCrCard	HasCrCardYes
Customer15717879	IsActiveMember	IsActiveMemberYes
Customer15717879	CreditScore	CreditScore5
Customer15717879	Balance	Balance2
Customer15717879	EstimatedSalary	EstimatedSalary6
Customer15740878	Gender	GenderFemale
Customer15740878	Age	Age29
Customer15740878	Geography	GeographySpain
Customer15740878	Tenure	Tenure9
Customer15740878	NumOfProducts	NumOfProducts2
Customer15740878	HasCrCard	HasCrCardNo
Customer15740878	IsActiveMember	IsActiveMemberYes
Customer15740878	CreditScore	CreditScore4
Customer15740878	Balance	Balance0
Customer15740878	EstimatedSalary	EstimatedSalary3
Customer15794468	Gender	GenderFemale
Customer15794468	Age	Age42
Customer15794468	Geography	GeographyFrance
Customer15794468	Tenure	Tenure6
Customer15794468	NumOfProducts	NumOfProducts2
Customer15794468	HasCrCard	HasCrCardNo
Customer15794468	IsActiveMember	IsActiveMemberNo
Customer15794468	CreditScore	CreditScore4
Customer15794468	Balance	Balance0
Customer15794468	EstimatedSalary	EstimatedSalary4
Customer15773277	Gender	GenderMale
Customer15773277	Age	Age35
Customer15773277	Geography	GeographyFrance
Customer15773277	Tenure	Tenure5
Customer15773277	NumOfProducts	NumOfProducts2
Customer15773277	HasCrCard	HasCrCardYes
Customer15773277	IsActiveMember	IsActiveMemberNo
Customer15773277	CreditScore	CreditScore4
Customer15773277	Balance	Balance2
Customer15773277	EstimatedSalary	EstimatedSalary3
Customer15572657	Gender	GenderMale
Customer15572657	Age	Age29
Customer15572657	Geography	GeographyFrance
Customer15572657	Tenure	Tenure8
Customer15572657	NumOfProducts	NumOfProducts1
Customer15572657	HasCrCard	HasCrCardNo
Customer15572657	IsActiveMember	IsActiveMemberYes
Customer15572657	CreditScore	CreditScore2
Customer15572657	Balance	Balance2
Customer15572657	EstimatedSalary	EstimatedSalary7
Customer15800295	Gender	GenderMale
Customer15800295	Age	Age34
Customer15800295	Geography	GeographyGermany
Customer15800295	Tenure	Tenure9
Customer15800295	NumOfProducts	NumOfProducts2
Customer15800295	HasCrCard	HasCrCardNo
Customer15800295	IsActiveMember	IsActiveMemberNo
Customer15800295	CreditScore	CreditScore4
Customer15800295	Balance	Balance2
Customer15800295	EstimatedSalary	EstimatedSalary5
Customer15672397	Gender	GenderMale
Customer15672397	Age	Age38
Customer15672397	Geography	GeographyFrance
Customer15672397	Tenure	Tenure0
Customer15672397	NumOfProducts	NumOfProducts1
Customer15672397	HasCrCard	HasCrCardNo
Customer15672397	IsActiveMember	IsActiveMemberNo
Customer15672397	CreditScore	CreditScore3
Customer15672397	Balance	Balance2
Customer15672397	EstimatedSalary	EstimatedSalary6
Customer15684921	Gender	GenderMale
Customer15684921	Age	Age25
Customer15684921	Geography	GeographySpain
Customer15684921	Tenure	Tenure8
Customer15684921	NumOfProducts	NumOfProducts1
Customer15684921	HasCrCard	HasCrCardYes
Customer15684921	IsActiveMember	IsActiveMemberYes
Customer15684921	CreditScore	CreditScore5
Customer15684921	Balance	Balance2
Customer15684921	EstimatedSalary	EstimatedSalary5
Customer15720676	Gender	GenderFemale
Customer15720676	Age	Age37
Customer15720676	Geography	GeographyFrance
Customer15720676	Tenure	Tenure7
Customer15720676	NumOfProducts	NumOfProducts2
Customer15720676	HasCrCard	HasCrCardYes
Customer15720676	IsActiveMember	IsActiveMemberNo
Customer15720676	CreditScore	CreditScore4
Customer15720676	Balance	Balance0
Customer15720676	EstimatedSalary	EstimatedSalary0
Customer15731829	Gender	GenderMale
Customer15731829	Age	Age34
Customer15731829	Geography	GeographyFrance
Customer15731829	Tenure	Tenure10
Customer15731829	NumOfProducts	NumOfProducts2
Customer15731829	HasCrCard	HasCrCardYes
Customer15731829	IsActiveMember	IsActiveMemberNo
Customer15731829	CreditScore	CreditScore4
Customer15731829	Balance	Balance0
Customer15731829	EstimatedSalary	EstimatedSalary1
Customer15732672	Gender	GenderMale
Customer15732672	Age	Age35
Customer15732672	Geography	GeographySpain
Customer15732672	Tenure	Tenure6
Customer15732672	NumOfProducts	NumOfProducts1
Customer15732672	HasCrCard	HasCrCardYes
Customer15732672	IsActiveMember	IsActiveMemberYes
Customer15732672	CreditScore	CreditScore5
Customer15732672	Balance	Balance1
Customer15732672	EstimatedSalary	EstimatedSalary7
Customer15692406	Gender	GenderMale
Customer15692406	Age	Age37
Customer15692406	Geography	GeographyFrance
Customer15692406	Tenure	Tenure5
Customer15692406	NumOfProducts	NumOfProducts2
Customer15692406	HasCrCard	HasCrCardYes
Customer15692406	IsActiveMember	IsActiveMemberYes
Customer15692406	CreditScore	CreditScore2
Customer15692406	Balance	Balance0
Customer15692406	EstimatedSalary	EstimatedSalary4
Customer15764405	Gender	GenderMale
Customer15764405	Age	Age29
Customer15764405	Geography	GeographyFrance
Customer15764405	Tenure	Tenure10
Customer15764405	NumOfProducts	NumOfProducts2
Customer15764405	HasCrCard	HasCrCardYes
Customer15764405	IsActiveMember	IsActiveMemberYes
Customer15764405	CreditScore	CreditScore5
Customer15764405	Balance	Balance0
Customer15764405	EstimatedSalary	EstimatedSalary6
Customer15757537	Gender	GenderFemale
Customer15757537	Age	Age31
Customer15757537	Geography	GeographyFrance
Customer15757537	Tenure	Tenure6
Customer15757537	NumOfProducts	NumOfProducts1
Customer15757537	HasCrCard	HasCrCardYes
Customer15757537	IsActiveMember	IsActiveMemberYes
Customer15757537	CreditScore	CreditScore4
Customer15757537	Balance	Balance2
Customer15757537	EstimatedSalary	EstimatedSalary5
Customer15793307	Gender	GenderFemale
Customer15793307	Age	Age41
Customer15793307	Geography	GeographySpain
Customer15793307	Tenure	Tenure4
Customer15793307	NumOfProducts	NumOfProducts3
Customer15793307	HasCrCard	HasCrCardNo
Customer15793307	IsActiveMember	IsActiveMemberNo
Customer15793307	CreditScore	CreditScore5
Customer15793307	Balance	Balance2
Customer15793307	EstimatedSalary	EstimatedSalary7
Customer15660679	Gender	GenderFemale
Customer15660679	Age	Age38
Customer15660679	Geography	GeographySpain
Customer15660679	Tenure	Tenure9
Customer15660679	NumOfProducts	NumOfProducts1
Customer15660679	HasCrCard	HasCrCardYes
Customer15660679	IsActiveMember	IsActiveMemberNo
Customer15660679	CreditScore	CreditScore4
Customer15660679	Balance	Balance2
Customer15660679	EstimatedSalary	EstimatedSalary4
Customer15666856	Gender	GenderMale
Customer15666856	Age	Age49
Customer15666856	Geography	GeographyFrance
Customer15666856	Tenure	Tenure1
Customer15666856	NumOfProducts	NumOfProducts1
Customer15666856	HasCrCard	HasCrCardYes
Customer15666856	IsActiveMember	IsActiveMemberYes
Customer15666856	CreditScore	CreditScore5
Customer15666856	Balance	Balance2
Customer15666856	EstimatedSalary	EstimatedSalary0
Customer15687372	Gender	GenderMale
Customer15687372	Age	Age49
Customer15687372	Geography	GeographyGermany
Customer15687372	Tenure	Tenure8
Customer15687372	NumOfProducts	NumOfProducts2
Customer15687372	HasCrCard	HasCrCardYes
Customer15687372	IsActiveMember	IsActiveMemberNo
Customer15687372	CreditScore	CreditScore3
Customer15687372	Balance	Balance2
Customer15687372	EstimatedSalary	EstimatedSalary1
Customer15667289	Gender	GenderMale
Customer15667289	Age	Age50
Customer15667289	Geography	GeographySpain
Customer15667289	Tenure	Tenure2
Customer15667289	NumOfProducts	NumOfProducts2
Customer15667289	HasCrCard	HasCrCardNo
Customer15667289	IsActiveMember	IsActiveMemberNo
Customer15667289	CreditScore	CreditScore5
Customer15667289	Balance	Balance0
Customer15667289	EstimatedSalary	EstimatedSalary0
Customer15624641	Gender	GenderMale
Customer15624641	Age	Age43
Customer15624641	Geography	GeographySpain
Customer15624641	Tenure	Tenure9
Customer15624641	NumOfProducts	NumOfProducts1
Customer15624641	HasCrCard	HasCrCardYes
Customer15624641	IsActiveMember	IsActiveMemberNo
Customer15624641	CreditScore	CreditScore5
Customer15624641	Balance	Balance0
Customer15624641	EstimatedSalary	EstimatedSalary7
Customer15734610	Gender	GenderMale
Customer15734610	Age	Age42
Customer15734610	Geography	GeographyFrance
Customer15734610	Tenure	Tenure4
Customer15734610	NumOfProducts	NumOfProducts3
Customer15734610	HasCrCard	HasCrCardYes
Customer15734610	IsActiveMember	IsActiveMemberNo
Customer15734610	CreditScore	CreditScore3
Customer15734610	Balance	Balance1
Customer15734610	EstimatedSalary	EstimatedSalary3
Customer15631882	Gender	GenderMale
Customer15631882	Age	Age45
Customer15631882	Geography	GeographyGermany
Customer15631882	Tenure	Tenure9
Customer15631882	NumOfProducts	NumOfProducts1
Customer15631882	HasCrCard	HasCrCardNo
Customer15631882	IsActiveMember	IsActiveMemberNo
Customer15631882	CreditScore	CreditScore4
Customer15631882	Balance	Balance2
Customer15631882	EstimatedSalary	EstimatedSalary5
Customer15642709	Gender	GenderFemale
Customer15642709	Age	Age30
Customer15642709	Geography	GeographyFrance
Customer15642709	Tenure	Tenure9
Customer15642709	NumOfProducts	NumOfProducts2
Customer15642709	HasCrCard	HasCrCardNo
Customer15642709	IsActiveMember	IsActiveMemberNo
Customer15642709	CreditScore	CreditScore2
Customer15642709	Balance	Balance0
Customer15642709	EstimatedSalary	EstimatedSalary2
Customer15811026	Gender	GenderMale
Customer15811026	Age	Age43
Customer15811026	Geography	GeographyGermany
Customer15811026	Tenure	Tenure5
Customer15811026	NumOfProducts	NumOfProducts2
Customer15811026	HasCrCard	HasCrCardYes
Customer15811026	IsActiveMember	IsActiveMemberNo
Customer15811026	CreditScore	CreditScore3
Customer15811026	Balance	Balance2
Customer15811026	EstimatedSalary	EstimatedSalary6
Customer15596303	Gender	GenderFemale
Customer15596303	Age	Age39
Customer15596303	Geography	GeographyFrance
Customer15596303	Tenure	Tenure0
Customer15596303	NumOfProducts	NumOfProducts2
Customer15596303	HasCrCard	HasCrCardYes
Customer15596303	IsActiveMember	IsActiveMemberNo
Customer15596303	CreditScore	CreditScore4
Customer15596303	Balance	Balance0
Customer15596303	EstimatedSalary	EstimatedSalary2
Customer15787255	Gender	GenderFemale
Customer15787255	Age	Age55
Customer15787255	Geography	GeographyGermany
Customer15787255	Tenure	Tenure2
Customer15787255	NumOfProducts	NumOfProducts3
Customer15787255	HasCrCard	HasCrCardYes
Customer15787255	IsActiveMember	IsActiveMemberYes
Customer15787255	CreditScore	CreditScore4
Customer15787255	Balance	Balance2
Customer15787255	EstimatedSalary	EstimatedSalary7
Customer15617166	Gender	GenderMale
Customer15617166	Age	Age37
Customer15617166	Geography	GeographyFrance
Customer15617166	Tenure	Tenure0
Customer15617166	NumOfProducts	NumOfProducts1
Customer15617166	HasCrCard	HasCrCardYes
Customer15617166	IsActiveMember	IsActiveMemberNo
Customer15617166	CreditScore	CreditScore4
Customer15617166	Balance	Balance0
Customer15617166	EstimatedSalary	EstimatedSalary4
Customer15742442	Gender	GenderFemale
Customer15742442	Age	Age46
Customer15742442	Geography	GeographySpain
Customer15742442	Tenure	Tenure5
Customer15742442	NumOfProducts	NumOfProducts1
Customer15742442	HasCrCard	HasCrCardNo
Customer15742442	IsActiveMember	IsActiveMemberYes
Customer15742442	CreditScore	CreditScore5
Customer15742442	Balance	Balance1
Customer15742442	EstimatedSalary	EstimatedSalary5
Customer15758692	Gender	GenderFemale
Customer15758692	Age	Age29
Customer15758692	Geography	GeographyFrance
Customer15758692	Tenure	Tenure7
Customer15758692	NumOfProducts	NumOfProducts1
Customer15758692	HasCrCard	HasCrCardNo
Customer15758692	IsActiveMember	IsActiveMemberNo
Customer15758692	CreditScore	CreditScore4
Customer15758692	Balance	Balance2
Customer15758692	EstimatedSalary	EstimatedSalary2
Customer15568238	Gender	GenderMale
Customer15568238	Age	Age20
Customer15568238	Geography	GeographySpain
Customer15568238	Tenure	Tenure8
Customer15568238	NumOfProducts	NumOfProducts2
Customer15568238	HasCrCard	HasCrCardYes
Customer15568238	IsActiveMember	IsActiveMemberYes
Customer15568238	CreditScore	CreditScore4
Customer15568238	Balance	Balance0
Customer15568238	EstimatedSalary	EstimatedSalary4
Customer15730353	Gender	GenderMale
Customer15730353	Age	Age29
Customer15730353	Geography	GeographyGermany
Customer15730353	Tenure	Tenure9
Customer15730353	NumOfProducts	NumOfProducts2
Customer15730353	HasCrCard	HasCrCardYes
Customer15730353	IsActiveMember	IsActiveMemberNo
Customer15730353	CreditScore	CreditScore3
Customer15730353	Balance	Balance2
Customer15730353	EstimatedSalary	EstimatedSalary5
Customer15731555	Gender	GenderFemale
Customer15731555	Age	Age45
Customer15731555	Geography	GeographyGermany
Customer15731555	Tenure	Tenure9
Customer15731555	NumOfProducts	NumOfProducts1
Customer15731555	HasCrCard	HasCrCardNo
Customer15731555	IsActiveMember	IsActiveMemberNo
Customer15731555	CreditScore	CreditScore3
Customer15731555	Balance	Balance2
Customer15731555	EstimatedSalary	EstimatedSalary7
Customer15582404	Gender	GenderFemale
Customer15582404	Age	Age26
Customer15582404	Geography	GeographySpain
Customer15582404	Tenure	Tenure5
Customer15582404	NumOfProducts	NumOfProducts2
Customer15582404	HasCrCard	HasCrCardYes
Customer15582404	IsActiveMember	IsActiveMemberNo
Customer15582404	CreditScore	CreditScore3
Customer15582404	Balance	Balance0
Customer15582404	EstimatedSalary	EstimatedSalary4
Customer15721462	Gender	GenderFemale
Customer15721462	Age	Age58
Customer15721462	Geography	GeographySpain
Customer15721462	Tenure	Tenure2
Customer15721462	NumOfProducts	NumOfProducts2
Customer15721462	HasCrCard	HasCrCardYes
Customer15721462	IsActiveMember	IsActiveMemberYes
Customer15721462	CreditScore	CreditScore4
Customer15721462	Balance	Balance0
Customer15721462	EstimatedSalary	EstimatedSalary1
Customer15632899	Gender	GenderMale
Customer15632899	Age	Age20
Customer15632899	Geography	GeographySpain
Customer15632899	Tenure	Tenure9
Customer15632899	NumOfProducts	NumOfProducts2
Customer15632899	HasCrCard	HasCrCardNo
Customer15632899	IsActiveMember	IsActiveMemberNo
Customer15632899	CreditScore	CreditScore4
Customer15632899	Balance	Balance2
Customer15632899	EstimatedSalary	EstimatedSalary2
Customer15808526	Gender	GenderFemale
Customer15808526	Age	Age58
Customer15808526	Geography	GeographyGermany
Customer15808526	Tenure	Tenure3
Customer15808526	NumOfProducts	NumOfProducts1
Customer15808526	HasCrCard	HasCrCardYes
Customer15808526	IsActiveMember	IsActiveMemberYes
Customer15808526	CreditScore	CreditScore5
Customer15808526	Balance	Balance2
Customer15808526	EstimatedSalary	EstimatedSalary3
Customer15694349	Gender	GenderMale
Customer15694349	Age	Age44
Customer15694349	Geography	GeographySpain
Customer15694349	Tenure	Tenure7
Customer15694349	NumOfProducts	NumOfProducts1
Customer15694349	HasCrCard	HasCrCardNo
Customer15694349	IsActiveMember	IsActiveMemberYes
Customer15694349	CreditScore	CreditScore5
Customer15694349	Balance	Balance0
Customer15694349	EstimatedSalary	EstimatedSalary0
Customer15718465	Gender	GenderMale
Customer15718465	Age	Age51
Customer15718465	Geography	GeographyGermany
Customer15718465	Tenure	Tenure3
Customer15718465	NumOfProducts	NumOfProducts1
Customer15718465	HasCrCard	HasCrCardYes
Customer15718465	IsActiveMember	IsActiveMemberNo
Customer15718465	CreditScore	CreditScore4
Customer15718465	Balance	Balance1
Customer15718465	EstimatedSalary	EstimatedSalary7
Customer15682995	Gender	GenderFemale
Customer15682995	Age	Age32
Customer15682995	Geography	GeographyFrance
Customer15682995	Tenure	Tenure1
Customer15682995	NumOfProducts	NumOfProducts1
Customer15682995	HasCrCard	HasCrCardYes
Customer15682995	IsActiveMember	IsActiveMemberNo
Customer15682995	CreditScore	CreditScore3
Customer15682995	Balance	Balance1
Customer15682995	EstimatedSalary	EstimatedSalary2
Customer15584776	Gender	GenderFemale
Customer15584776	Age	Age37
Customer15584776	Geography	GeographySpain
Customer15584776	Tenure	Tenure9
Customer15584776	NumOfProducts	NumOfProducts1
Customer15584776	HasCrCard	HasCrCardYes
Customer15584776	IsActiveMember	IsActiveMemberNo
Customer15584776	CreditScore	CreditScore6
Customer15584776	Balance	Balance2
Customer15584776	EstimatedSalary	EstimatedSalary4
Customer15777772	Gender	GenderMale
Customer15777772	Age	Age55
Customer15777772	Geography	GeographySpain
Customer15777772	Tenure	Tenure9
Customer15777772	NumOfProducts	NumOfProducts1
Customer15777772	HasCrCard	HasCrCardYes
Customer15777772	IsActiveMember	IsActiveMemberYes
Customer15777772	CreditScore	CreditScore4
Customer15777772	Balance	Balance2
Customer15777772	EstimatedSalary	EstimatedSalary1
Customer15576156	Gender	GenderFemale
Customer15576156	Age	Age28
Customer15576156	Geography	GeographySpain
Customer15576156	Tenure	Tenure6
Customer15576156	NumOfProducts	NumOfProducts1
Customer15576156	HasCrCard	HasCrCardYes
Customer15576156	IsActiveMember	IsActiveMemberNo
Customer15576156	CreditScore	CreditScore5
Customer15576156	Balance	Balance0
Customer15576156	EstimatedSalary	EstimatedSalary1
Customer15646756	Gender	GenderFemale
Customer15646756	Age	Age33
Customer15646756	Geography	GeographyFrance
Customer15646756	Tenure	Tenure8
Customer15646756	NumOfProducts	NumOfProducts1
Customer15646756	HasCrCard	HasCrCardYes
Customer15646756	IsActiveMember	IsActiveMemberYes
Customer15646756	CreditScore	CreditScore4
Customer15646756	Balance	Balance1
Customer15646756	EstimatedSalary	EstimatedSalary1
Customer15742886	Gender	GenderMale
Customer15742886	Age	Age26
Customer15742886	Geography	GeographyFrance
Customer15742886	Tenure	Tenure1
Customer15742886	NumOfProducts	NumOfProducts2
Customer15742886	HasCrCard	HasCrCardNo
Customer15742886	IsActiveMember	IsActiveMemberYes
Customer15742886	CreditScore	CreditScore4
Customer15742886	Balance	Balance2
Customer15742886	EstimatedSalary	EstimatedSalary4
Customer15586135	Gender	GenderFemale
Customer15586135	Age	Age28
Customer15586135	Geography	GeographySpain
Customer15586135	Tenure	Tenure4
Customer15586135	NumOfProducts	NumOfProducts1
Customer15586135	HasCrCard	HasCrCardYes
Customer15586135	IsActiveMember	IsActiveMemberYes
Customer15586135	CreditScore	CreditScore3
Customer15586135	Balance	Balance0
Customer15586135	EstimatedSalary	EstimatedSalary5
Customer15616152	Gender	GenderFemale
Customer15616152	Age	Age47
Customer15616152	Geography	GeographyFrance
Customer15616152	Tenure	Tenure1
Customer15616152	NumOfProducts	NumOfProducts1
Customer15616152	HasCrCard	HasCrCardYes
Customer15616152	IsActiveMember	IsActiveMemberNo
Customer15616152	CreditScore	CreditScore5
Customer15616152	Balance	Balance3
Customer15616152	EstimatedSalary	EstimatedSalary1
Customer15721460	Gender	GenderMale
Customer15721460	Age	Age60
Customer15721460	Geography	GeographyFrance
Customer15721460	Tenure	Tenure8
Customer15721460	NumOfProducts	NumOfProducts1
Customer15721460	HasCrCard	HasCrCardNo
Customer15721460	IsActiveMember	IsActiveMemberNo
Customer15721460	CreditScore	CreditScore4
Customer15721460	Balance	Balance3
Customer15721460	EstimatedSalary	EstimatedSalary7
Customer15727317	Gender	GenderFemale
Customer15727317	Age	Age49
Customer15727317	Geography	GeographyGermany
Customer15727317	Tenure	Tenure1
Customer15727317	NumOfProducts	NumOfProducts3
Customer15727317	HasCrCard	HasCrCardYes
Customer15727317	IsActiveMember	IsActiveMemberNo
Customer15727317	CreditScore	CreditScore3
Customer15727317	Balance	Balance2
Customer15727317	EstimatedSalary	EstimatedSalary2
Customer15649536	Gender	GenderMale
Customer15649536	Age	Age38
Customer15649536	Geography	GeographyGermany
Customer15649536	Tenure	Tenure4
Customer15649536	NumOfProducts	NumOfProducts1
Customer15649536	HasCrCard	HasCrCardYes
Customer15649536	IsActiveMember	IsActiveMemberNo
Customer15649536	CreditScore	CreditScore5
Customer15649536	Balance	Balance2
Customer15649536	EstimatedSalary	EstimatedSalary2
Customer15754929	Gender	GenderMale
Customer15754929	Age	Age31
Customer15754929	Geography	GeographyFrance
Customer15754929	Tenure	Tenure10
Customer15754929	NumOfProducts	NumOfProducts2
Customer15754929	HasCrCard	HasCrCardNo
Customer15754929	IsActiveMember	IsActiveMemberNo
Customer15754929	CreditScore	CreditScore5
Customer15754929	Balance	Balance0
Customer15754929	EstimatedSalary	EstimatedSalary7
Customer15572051	Gender	GenderMale
Customer15572051	Age	Age40
Customer15572051	Geography	GeographyFrance
Customer15572051	Tenure	Tenure3
Customer15572051	NumOfProducts	NumOfProducts1
Customer15572051	HasCrCard	HasCrCardYes
Customer15572051	IsActiveMember	IsActiveMemberYes
Customer15572051	CreditScore	CreditScore5
Customer15572051	Balance	Balance0
Customer15572051	EstimatedSalary	EstimatedSalary5
Customer15668142	Gender	GenderMale
Customer15668142	Age	Age37
Customer15668142	Geography	GeographyFrance
Customer15668142	Tenure	Tenure3
Customer15668142	NumOfProducts	NumOfProducts2
Customer15668142	HasCrCard	HasCrCardYes
Customer15668142	IsActiveMember	IsActiveMemberYes
Customer15668142	CreditScore	CreditScore4
Customer15668142	Balance	Balance1
Customer15668142	EstimatedSalary	EstimatedSalary7
Customer15701176	Gender	GenderMale
Customer15701176	Age	Age26
Customer15701176	Geography	GeographyFrance
Customer15701176	Tenure	Tenure5
Customer15701176	NumOfProducts	NumOfProducts1
Customer15701176	HasCrCard	HasCrCardYes
Customer15701176	IsActiveMember	IsActiveMemberNo
Customer15701176	CreditScore	CreditScore4
Customer15701176	Balance	Balance2
Customer15701176	EstimatedSalary	EstimatedSalary0
Customer15708422	Gender	GenderFemale
Customer15708422	Age	Age35
Customer15708422	Geography	GeographySpain
